,response,response,response
0_1_2_5_7_8_9_28_29_30_33_34_36_37,1,0.014492753623188406,69
12_13_14_17_18_20_21_29_30_32_33_34_35_37,1,0.014285714285714285,70
12_13_14_17_19_20_23_29_30_32_33_34_36_37,1,0.013888888888888888,72
27_38,1,0.013513513513513514,74
29_30_32_33_34_36_37,1,0.013157894736842105,76
12_13_14_16_19_20_22_29_30_33_34_36_37_38,1,0.0125,80
29_30_33_34_36_37_38,1,0.012048192771084338,83
12_13_14_17_19_20_22_29_30_33_34_36_37_38,1,0.011235955056179775,89
12_13_15_17_18_20_21_29_30_32_33_34_36_37,1,0.011111111111111112,90
25_27_39_40_41_43_45_47_48_49_51,1,0.011111111111111112,90
29_30_32_33_34_35_37,1,0.010869565217391304,92
25_26_29_30_33_34_36_37_38,1,0.010526315789473684,95
12_13_15_17_18_20_22_29_30_33_34_35_37_38,1,0.010416666666666666,96
12_13_15_16_18_20_23_29_30_33_34_35_37_38,1,0.009900990099009901,101
12_13_14_16_19_20_21_29_30_33_34_35_37_38,1,0.009615384615384616,104
12_13_14_17_18_20_23_29_30_33_34_36_37_38,1,0.009174311926605505,109
12_13_14_17_19_20_21_29_30_33_34_35_37_38,1,0.009009009009009009,111
12_13_15_17_19_20_21_39_40_41_44_45_47_48_49_51,1,0.007462686567164179,134
0_1_3_5_6_8_11_29_30_32_33_34_35_37,1,0.007246376811594203,138
12_13_15_16_19_20_22_39_40_41_43_45_47_48_49_51,1,0.007142857142857143,140
12_13_14_16_18_20_23_39_40_41_44_45_47_48_49_51,1,0.006993006993006993,143
0_1_3_4_6_8_11_29_30_32_33_34_35_37,1,0.006944444444444444,144
0_1_2_4_6_8_9_29_30_32_33_34_36_37,1,0.006944444444444444,144
12_13_15_17_18_20_23_39_40_41_44_45_47_48_50_51,1,0.006896551724137931,145
0_1_2_4_6_8_9_29_30_32_33_34_35_37,1,0.006896551724137931,145
12_13_15_16_19_20_23_26_29_30_33_34_35_37,1,0.006896551724137931,145
12_13_15_17_19_20_23_39_40_41_43_45_47_48_49_51,1,0.00684931506849315,146
12_13_15_17_18_20_21_39_40_41_43_45_47_48_49_51,1,0.006756756756756757,148
12_13_15_17_18_20_21_39_40_41_43_45_47_48_50_51,1,0.006756756756756757,148
0_1_3_4_7_8_9_29_30_32_33_34_35_37,1,0.006711409395973154,149
0_1_2_4_7_8_9_29_30_32_33_34_35_37,1,0.006666666666666667,150
27_29_30_32_33_34_36_37,1,0.006622516556291391,151
0_1_2_4_7_8_11_29_30_32_33_34_35_37,1,0.006622516556291391,151
12_13_14_17_18_20_22_39_40_41_43_45_47_48_50_51,1,0.006622516556291391,151
0_1_3_5_6_8_10_29_30_32_33_34_35_37,1,0.006578947368421052,152
12_13_15_16_18_20_23_26_29_30_33_34_35_37,1,0.0064516129032258064,155
12_13_15_17_19_20_23_26_29_30_33_34_36_37,1,0.0064516129032258064,155
12_13_14_17_18_20_22_26_29_30_33_34_35_37,1,0.00641025641025641,156
12_13_15_17_18_20_22_39_40_41_44_45_47_48_49_51,1,0.006369426751592357,157
12_13_14_16_18_20_21_39_40_41_44_45_47_48_50_51,1,0.006329113924050633,158
12_13_15_17_18_20_21_39_40_41_44_45_47_48_50_51,1,0.006329113924050633,158
12_13_14_16_19_20_23_39_40_41_44_45_47_48_50_51,1,0.006329113924050633,158
12_13_15_16_19_20_22_39_40_41_43_45_47_48_50_51,1,0.006289308176100629,159
0_1_2_5_7_8_11_29_30_32_33_34_36_37,1,0.006289308176100629,159
12_13_15_16_19_20_22_39_40_41_44_45_47_48_50_51,1,0.006289308176100629,159
12_13_14_17_18_20_22_26_29_30_33_34_36_37,1,0.006289308176100629,159
12_13_14_17_18_20_23_39_40_41_43_45_47_48_50_51,1,0.00625,160
0_1_2_4_7_8_9_29_30_32_33_34_36_37,1,0.00625,160
12_13_14_17_19_20_22_26_29_30_33_34_36_37,1,0.006172839506172839,162
12_13_15_17_19_20_23_26_29_30_33_34_35_37,1,0.006172839506172839,162
12_13_15_16_19_20_23_39_40_41_43_45_47_48_50_51,1,0.006134969325153374,163
12_13_14_17_19_20_21_39_40_41_43_45_47_48_49_51,1,0.006097560975609756,164
0_1_2_5_7_8_9_29_30_32_33_34_36_37,1,0.006097560975609756,164
12_13_14_17_18_20_23_26_29_30_33_34_35_37,1,0.006060606060606061,165
12_13_15_16_18_20_23_39_40_41_43_45_47_48_49_51,1,0.006060606060606061,165
12_13_15_16_18_20_21_26_29_30_33_34_35_37,1,0.006024096385542169,166
0_1_2_4_6_8_10_29_30_32_33_34_35_37,1,0.006024096385542169,166
12_13_14_16_18_20_21_26_29_30_33_34_36_37,1,0.005988023952095809,167
0_1_3_4_6_8_10_29_30_32_33_34_36_37,1,0.005988023952095809,167
0_1_3_5_7_8_11_29_30_32_33_34_35_37,1,0.005952380952380952,168
12_13_14_16_19_20_22_26_29_30_33_34_36_37,1,0.005952380952380952,168
12_13_15_17_18_20_23_26_29_30_33_34_35_37,1,0.005952380952380952,168
12_13_14_17_18_20_23_26_29_30_33_34_36_37,1,0.005917159763313609,169
27_29_30_32_33_34_35_37,1,0.005917159763313609,169
12_13_15_16_18_20_21_39_40_41_44_45_47_48_50_51,1,0.0058823529411764705,170
12_13_14_17_19_20_21_39_40_41_43_45_47_48_50_51,1,0.0058823529411764705,170
0_1_3_5_6_8_9_29_30_32_33_34_36_37,1,0.005847953216374269,171
12_13_15_16_18_20_21_39_40_41_43_45_47_48_50_51,1,0.005813953488372093,172
12_13_14_17_19_20_23_26_29_30_33_34_36_37,1,0.005780346820809248,173
12_13_14_16_19_20_21_26_29_30_33_34_35_37,1,0.005780346820809248,173
12_13_14_17_18_20_23_39_40_41_44_45_47_48_50_51,1,0.005780346820809248,173
12_13_15_16_19_20_22_26_29_30_33_34_36_37,1,0.005780346820809248,173
29_30_33_36_37,1,0.005747126436781609,174
12_13_14_16_19_20_22_39_40_41_44_45_47_48_50_51,1,0.005747126436781609,174
12_13_14_16_19_20_21_39_40_41_44_45_47_48_49_51,1,0.005747126436781609,174
0_1_2_5_6_8_11_29_30_32_33_34_36_37,1,0.005714285714285714,175
12_13_14_16_19_20_22_26_29_30_33_34_35_37,1,0.005681818181818182,176
0_1_3_5_7_8_11_29_30_32_33_34_36_37,1,0.005681818181818182,176
12_13_15_16_19_20_21_39_40_41_44_45_47_48_50_51,1,0.005681818181818182,176
0_1_3_4_6_8_11_29_30_32_33_34_36_37,1,0.005649717514124294,177
12_13_15_16_18_20_23_39_40_41_44_45_47_48_50_51,1,0.005649717514124294,177
12_13_14_16_18_20_22_26_29_30_33_34_35_37,1,0.005649717514124294,177
0_1_3_4_6_8_9_29_30_32_33_34_35_37,1,0.0056179775280898875,178
12_13_15_16_19_20_23_27_29_30_33_34_36_37,1,0.0056179775280898875,178
12_13_15_16_18_20_21_27_29_30_33_34_36_37,1,0.00558659217877095,179
0_1_2_4_6_8_11_29_30_32_33_34_35_37,1,0.00558659217877095,179
12_13_14_16_19_20_23_27_29_30_33_34_35_37,1,0.00558659217877095,179
12_13_14_17_18_20_22_39_40_41_44_45_47_48_49_51,1,0.0055248618784530384,181
12_13_15_17_19_20_21_39_40_41_43_45_47_48_49_51,1,0.005494505494505495,182
12_13_14_16_18_20_21_39_40_41_44_45_47_48_49_51,1,0.00546448087431694,183
0_1_3_5_6_8_10_29_30_32_33_34_36_37,1,0.005405405405405406,185
12_13_15_17_19_20_23_39_40_41_44_45_47_48_50_51,1,0.005405405405405406,185
12_13_14_17_19_20_21_39_40_41_44_45_47_48_50_51,1,0.0053475935828877,187
12_13_14_16_18_20_22_27_29_30_33_34_36_37,1,0.0053475935828877,187
12_13_15_16_18_20_22_39_40_41_43_45_47_48_49_51,1,0.005319148936170213,188
12_13_15_17_18_20_23_39_40_41_43_45_47_48_49_51,1,0.005291005291005291,189
12_13_15_16_19_20_23_26_29_30_33_34_36_37,1,0.005235602094240838,191
12_13_15_17_19_20_22_39_40_41_43_45_47_48_50_51,1,0.005208333333333333,192
12_13_15_17_18_20_23_27_29_30_33_34_36_37,1,0.0051813471502590676,193
12_13_14_16_19_20_21_27_29_30_33_34_35_37,1,0.00510204081632653,196
12_13_14_17_18_20_23_27_29_30_33_34_35_37,1,0.005076142131979695,197
25_39_40_41_43_45_47_48_50_51,1,0.0049504950495049506,202
12_13_15_16_18_20_21_27_29_30_33_34_35_37,1,0.004901960784313725,204
12_13_14_16_18_20_23_27_29_30_33_34_36_37,1,0.004878048780487805,205
12_13_14_17_18_20_22_27_29_30_33_34_35_37,1,0.004878048780487805,205
12_13_15_16_19_20_21_27_29_30_33_34_36_37,1,0.004830917874396135,207
12_13_14_17_19_20_22_27_29_30_33_34_36_37,1,0.004672897196261682,214
12_13_14_16_18_20_22_29_30_31_33_34_35_37,1,0.004651162790697674,215
12_13_14_17_19_20_22_27_29_30_33_34_35_37,1,0.004629629629629629,216
12_13_15_16_18_20_21_29_30_31_33_34_35_37,1,0.0045662100456621,219
12_13_15_17_19_20_22_27_29_30_33_34_35_37,1,0.0045662100456621,219
12_13_15_16_19_20_23_29_30_31_33_34_35_37,1,0.0045045045045045045,222
12_13_15_16_18_20_23_27_29_30_33_34_35_37,1,0.0044444444444444444,225
25_26_29_30_32_33_34_35_37,1,0.004405286343612335,227
25_39_40_41_44_45_47_48_50_51,1,0.0043859649122807015,228
39_40_41_44_45_47_48_50_51,1,0.004273504273504274,234
12_13_14_16_18_20_21_29_30_31_33_34_35_37,1,0.004219409282700422,237
12_13_15_16_19_20_23_29_30_31_33_34_36_37,1,0.004132231404958678,242
12_13_14_17_19_20_21_29_30_31_33_34_35_37,1,0.004098360655737705,244
12_13_15_17_18_20_23_29_30_31_33_34_35_37,1,0.0040650406504065045,246
26_30_33_34_35_37,1,0.00398406374501992,251
0_1_3_4_7_8_11_29_30_33_34_35_37_38,1,0.003937007874015748,254
0_1_3_4_7_8_9_29_30_33_34_35_37_38,1,0.0037593984962406013,266
12_13_14_17_19_20_21_29_30_31_33_34_36_37,1,0.0037313432835820895,268
0_1_3_5_6_8_9_29_30_33_34_36_37_38,1,0.0037313432835820895,268
0_1_3_4_6_8_11_29_30_33_34_36_37_38,1,0.0036900369003690036,271
12_13_15_16_19_20_21_29_30_31_33_34_36_37,1,0.003676470588235294,272
0_1_3_5_7_8_9_29_30_33_34_36_37_38,1,0.0036363636363636364,275
0_1_3_4_7_8_10_29_30_33_34_35_37_38,1,0.0035971223021582736,278
27_39_40_41_44_45_47_48_49_51,1,0.0035211267605633804,284
0_1_2_5_7_8_11_29_30_33_34_36_37_38,1,0.003401360544217687,294
0_1_3_5_6_8_10_29_30_33_34_36_37_38,1,0.0033783783783783786,296
0_1_3_4_6_8_10_39_40_41_43_45_47_48_49_51,1,0.003367003367003367,297
0_1_2_5_7_8_10_29_30_33_34_35_37_38,1,0.0033444816053511705,299
0_1_2_4_7_8_11_29_30_33_34_36_37_38,1,0.0033112582781456954,302
26_39_40_41_44_45_47_48_49_51,1,0.003289473684210526,304
0_1_2_5_7_8_11_39_40_41_44_45_47_48_49_51,1,0.003289473684210526,304
27_39_40_41_43_45_47_48_50_51,1,0.003278688524590164,305
0_1_3_5_6_8_10_29_30_33_34_35_37_38,1,0.003246753246753247,308
0_1_2_5_7_8_9_29_30_33_34_36_37_38,1,0.0032258064516129032,310
0_1_3_4_6_8_9_39_40_41_44_45_47_48_49_51,1,0.003105590062111801,322
0_1_3_5_7_8_9_39_40_41_44_45_47_48_49_51,1,0.003105590062111801,322
0_1_3_4_6_8_9_29_30_33_34_35_37_38,1,0.0030303030303030303,330
0_1_3_5_7_8_10_39_40_41_44_45_47_48_50_51,1,0.0030211480362537764,331
0_1_2_4_7_8_10_39_40_41_43_45_47_48_50_51,1,0.0030120481927710845,332
0_1_3_4_6_8_9_39_40_41_43_45_47_48_49_51,1,0.0029940119760479044,334
0_1_2_4_6_8_10_39_40_41_43_45_47_48_50_51,1,0.0029850746268656717,335
0_1_3_5_7_8_10_39_40_41_43_45_47_48_49_51,1,0.002976190476190476,336
0_1_2_4_6_8_11_39_40_41_44_45_47_48_49_51,1,0.002976190476190476,336
0_1_2_5_7_8_9_39_40_41_44_45_47_48_49_51,1,0.0029411764705882353,340
0_1_2_5_7_8_9_39_40_41_43_45_47_48_49_51,1,0.0029154518950437317,343
0_1_3_4_7_8_9_39_40_41_43_45_47_48_49_51,1,0.0029154518950437317,343
0_1_3_5_7_8_11_39_40_41_44_45_47_48_50_51,1,0.0029154518950437317,343
0_1_3_4_6_8_10_39_40_41_44_45_47_48_50_51,1,0.0029069767441860465,344
0_1_2_5_6_8_11_39_40_41_44_45_47_48_50_51,1,0.002881844380403458,347
0_1_2_4_7_8_10_39_40_41_44_45_47_48_50_51,1,0.0028653295128939827,349
0_1_2_4_7_8_10_39_40_41_44_45_47_48_49_51,1,0.002824858757062147,354
0_1_2_5_7_8_10_39_40_41_44_45_47_48_50_51,1,0.0028169014084507044,355
0_1_3_5_7_8_10_39_40_41_43_45_47_48_50_51,1,0.0028089887640449437,356
0_1_2_4_6_8_10_39_40_41_43_45_47_48_49_51,1,0.0028011204481792717,357
0_1_2_4_6_8_11_39_40_41_43_45_47_48_49_51,1,0.002770083102493075,361
0_1_2_5_7_8_10_39_40_41_44_45_47_48_49_51,1,0.0027548209366391185,363
0_1_2_4_7_8_10_39_40_41_43_45_47_48_49_51,1,0.0027397260273972603,365
0_1_3_4_7_8_9_39_40_41_44_45_47_48_50_51,1,0.0027247956403269754,367
0_1_2_4_6_8_9_39_40_41_43_45_47_48_50_51,1,0.0027100271002710027,369
0_1_2_4_6_8_9_39_40_41_43_45_47_48_49_51,1,0.002702702702702703,370
0_1_2_5_6_8_9_39_40_41_44_45_47_48_49_51,1,0.002680965147453083,373
0_1_2_5_7_8_9_39_40_41_44_45_47_48_50_51,1,0.0026246719160104987,381
0_1_2_5_6_8_10_39_40_41_43_45_47_48_49_51,1,0.002583979328165375,387
0_1_2_5_6_8_9_39_40_41_43_45_47_48_50_51,1,0.002577319587628866,388
0_1_2_4_6_8_11_39_40_41_44_45_47_48_50_51,1,0.002570694087403599,389
0_1_2_4_6_8_11_39_40_41_43_45_47_48_50_51,1,0.0025380710659898475,394
0_1_3_4_7_8_9_29_30_31_33_34_36_37,1,0.00228310502283105,438
0_1_2_4_7_8_10_29_30_31_33_34_35_37,1,0.002277904328018223,439
25_28_29_30_33_34_35_37,1,0.0022271714922048997,449
25_26_39_40_41_43_45_47_48_49_51,1,0.002207505518763797,453
0_1_3_5_6_8_11_29_30_31_33_34_35_37,1,0.0021691973969631237,461
0_1_3_4_7_8_11_29_30_31_33_34_36_37,1,0.0021598272138228943,463
0_1_3_5_6_8_10_29_30_31_33_34_35_37,1,0.002127659574468085,470
0_1_2_5_6_8_11_29_30_31_33_34_35_37,1,0.0021141649048625794,473
0_1_3_4_6_8_10_29_30_31_33_34_35_37,1,0.002109704641350211,474
0_1_3_4_6_8_10_29_30_31_33_34_36_37,1,0.002105263157894737,475
0_1_2_4_6_8_11_29_30_31_33_34_36_37,1,0.0020833333333333333,480
0_1_3_4_6_8_11_29_30_31_33_34_35_37,1,0.002066115702479339,484
0_1_3_5_7_8_9_29_30_31_33_34_35_37,1,0.002061855670103093,485
0_1_2_4_7_8_11_29_30_31_33_34_35_37,1,0.0020408163265306124,490
0_1_3_4_7_8_11_29_30_31_33_34_35_37,1,0.0020408163265306124,490
0_1_3_5_6_8_9_29_30_31_33_34_36_37,1,0.0020325203252032522,492
0_1_3_5_7_8_11_29_30_31_33_34_36_37,1,0.0020325203252032522,492
0_1_2_5_6_8_9_29_30_31_33_34_35_37,1,0.002008032128514056,498
0_1_2_4_6_8_10_29_30_31_33_34_35_37,1,0.002,500
0_1_3_5_7_8_10_29_30_31_33_34_35_37,1,0.0019880715705765406,503
0_1_3_4_7_8_10_29_30_31_33_34_36_37,1,0.0019723865877712033,507
0_1_2_5_7_8_9_29_30_31_33_34_36_37,1,0.001968503937007874,508
0_1_2_5_7_8_10_29_30_31_33_34_35_37,1,0.001949317738791423,513
0_1_3_5_7_8_10_29_30_31_33_34_36_37,1,0.0018315018315018315,546
0_1_2_5_6_8_9_27_29_30_33_34_35_37,1,0.0012626262626262627,792
0_1_3_5_6_8_11_26_29_30_33_34_35_37,1,0.0011025358324145535,907
0_1_2_5_6_8_9_26_29_30_33_34_36_37,1,0.0010504201680672268,952
0_1_2_5_6_8_10_29_30_31_33_34_36_37,0,0.0,526
0_1_2_5_7_8_10_29_30_31_33_34_36_37,0,0.0,521
0_1_2_5_6_8_9_29_30_31_33_34_36_37,0,0.0,516
0_1_2_4_7_8_9_29_30_31_33_34_35_37,0,0.0,508
0_1_3_4_7_8_9_29_30_31_33_34_35_37,0,0.0,487
0_1_3_5_6_8_11_29_30_31_33_34_36_37,0,0.0,486
0_1_2_4_6_8_10_29_30_31_33_34_36_37,0,0.0,475
0_1_2_4_6_8_9_29_30_31_33_34_35_37,0,0.0,473
0_1_3_5_7_8_11_29_30_31_33_34_35_37,0,0.0,472
0_1_3_5_7_8_9_29_30_31_33_34_36_37,0,0.0,461
0_1_2_5_6_8_10_29_30_31_33_34_35_37,0,0.0,459
0_1_2_4_6_8_9_29_30_31_33_34_36_37,0,0.0,458
0_1_2_4_7_8_10_29_30_31_33_34_36_37,0,0.0,452
0_1_3_5_6_8_9_29_30_31_33_34_35_37,0,0.0,450
0_1_3_4_6_8_9_29_30_31_33_34_36_37,0,0.0,436
0_1_2_4_7_8_9_39_40_41_43_45_47_48_50_51,0,0.0,387
0_1_3_5_6_8_10_39_40_41_44_45_47_48_50_51,0,0.0,367
0_1_3_5_6_8_11_39_40_41_43_45_47_48_49_51,0,0.0,365
0_1_2_4_7_8_9_39_40_41_44_45_47_48_50_51,0,0.0,355
0_1_2_5_7_8_10_39_40_41_43_45_47_48_49_51,0,0.0,353
0_1_2_5_6_8_10_39_40_41_43_45_47_48_50_51,0,0.0,351
0_1_2_5_7_8_11_39_40_41_44_45_47_48_50_51,0,0.0,350
0_1_2_4_6_8_10_39_40_41_44_45_47_48_49_51,0,0.0,347
0_1_3_4_7_8_9_39_40_41_44_45_47_48_49_51,0,0.0,341
0_1_2_4_6_8_10_39_40_41_44_45_47_48_50_51,0,0.0,340
0_1_2_4_7_8_9_39_40_41_43_45_47_48_49_51,0,0.0,336
0_1_3_4_6_8_9_39_40_41_43_45_47_48_50_51,0,0.0,334
0_1_3_4_6_8_9_39_40_41_44_45_47_48_50_51,0,0.0,333
0_1_2_4_6_8_9_39_40_41_44_45_47_48_50_51,0,0.0,331
0_1_3_4_7_8_10_39_40_41_43_45_47_48_50_51,0,0.0,330
0_1_3_5_7_8_9_39_40_41_43_45_47_48_49_51,0,0.0,328
0_1_3_4_6_8_10_39_40_41_44_45_47_48_49_51,0,0.0,312
0_1_3_4_6_8_11_39_40_41_43_45_47_48_49_51,0,0.0,311
0_1_3_4_6_8_10_29_30_33_34_36_37_38,0,0.0,306
0_1_3_4_7_8_10_29_30_33_34_36_37_38,0,0.0,305
12_13_15_17_18_20_21_29_30_31_33_34_36_37,0,0.0,295
12_13_14_16_19_20_21_29_30_31_33_34_35_37,0,0.0,276
39_40_41_43_45_47_48_50_51,0,0.0,276
12_13_14_17_18_20_22_29_30_31_33_34_36_37,0,0.0,272
12_13_14_16_18_20_23_29_30_31_33_34_35_37,0,0.0,271
0_1_3_4_7_8_9_29_30_33_34_36_37_38,0,0.0,271
12_13_14_16_19_20_21_29_30_31_33_34_36_37,0,0.0,270
12_13_15_16_18_20_22_29_30_31_33_34_36_37,0,0.0,269
12_13_14_17_19_20_22_29_30_31_33_34_36_37,0,0.0,268
12_13_14_17_18_20_22_29_30_31_33_34_35_37,0,0.0,266
12_13_15_17_19_20_21_29_30_31_33_34_36_37,0,0.0,266
12_13_15_17_18_20_22_29_30_31_33_34_36_37,0,0.0,264
12_13_15_16_18_20_21_29_30_31_33_34_36_37,0,0.0,264
12_13_15_17_19_20_21_29_30_31_33_34_35_37,0,0.0,263
12_13_14_16_18_20_21_29_30_31_33_34_36_37,0,0.0,263
12_13_15_17_18_20_23_29_30_31_33_34_36_37,0,0.0,261
12_13_15_17_19_20_22_29_30_31_33_34_35_37,0,0.0,261
12_13_14_16_18_20_23_29_30_31_33_34_36_37,0,0.0,259
12_13_14_16_19_20_23_29_30_31_33_34_35_37,0,0.0,259
12_13_15_17_19_20_22_29_30_31_33_34_36_37,0,0.0,257
12_13_14_17_19_20_22_29_30_31_33_34_35_37,0,0.0,256
12_13_15_16_18_20_23_29_30_31_33_34_35_37,0,0.0,254
12_13_14_17_18_20_21_29_30_31_33_34_36_37,0,0.0,254
12_13_14_16_19_20_22_29_30_31_33_34_36_37,0,0.0,250
12_13_15_16_18_20_23_29_30_31_33_34_36_37,0,0.0,246
12_13_15_17_18_20_21_29_30_31_33_34_35_37,0,0.0,244
12_13_14_16_19_20_23_29_30_31_33_34_36_37,0,0.0,243
39_40_41_44_45_47_48_49_51,0,0.0,243
12_13_15_16_19_20_22_29_30_31_33_34_36_37,0,0.0,241
12_13_15_16_19_20_22_27_29_30_33_34_36_37,0,0.0,240
12_13_14_16_19_20_22_29_30_31_33_34_35_37,0,0.0,238
12_13_14_17_18_20_23_29_30_31_33_34_35_37,0,0.0,238
12_13_15_16_19_20_22_29_30_31_33_34_35_37,0,0.0,235
12_13_15_16_19_20_21_29_30_31_33_34_35_37,0,0.0,233
12_13_15_17_19_20_23_29_30_31_33_34_35_37,0,0.0,230
12_13_15_17_18_20_22_29_30_31_33_34_35_37,0,0.0,230
12_13_15_16_18_20_22_29_30_31_33_34_35_37,0,0.0,229
12_13_15_17_18_20_22_27_29_30_33_34_36_37,0,0.0,227
12_13_14_17_19_20_23_29_30_31_33_34_35_37,0,0.0,227
12_13_14_17_18_20_21_29_30_31_33_34_35_37,0,0.0,226
39_40_41_43_45_47_48_49_51,0,0.0,222
12_13_15_17_19_20_22_27_29_30_33_34_36_37,0,0.0,215
12_13_15_17_19_20_22_26_29_30_33_34_36_37,0,0.0,213
12_13_14_16_18_20_21_27_29_30_33_34_35_37,0,0.0,206
12_13_14_17_19_20_21_27_29_30_33_34_35_37,0,0.0,204
12_13_15_16_19_20_21_39_40_41_43_45_47_48_50_51,0,0.0,203
12_13_15_17_19_20_23_27_29_30_33_34_35_37,0,0.0,201
12_13_15_16_18_20_22_27_29_30_33_34_36_37,0,0.0,200
12_13_14_16_18_20_21_27_29_30_33_34_36_37,0,0.0,198
12_13_15_16_19_20_23_27_29_30_33_34_35_37,0,0.0,194
0_1_2_4_6_8_11_29_30_32_33_34_36_37,0,0.0,192
12_13_15_17_18_20_21_26_29_30_33_34_35_37,0,0.0,187
12_13_14_16_18_20_23_39_40_41_43_45_47_48_50_51,0,0.0,186
12_13_15_16_19_20_21_27_29_30_33_34_35_37,0,0.0,186
12_13_15_17_19_20_23_39_40_41_43_45_47_48_50_51,0,0.0,186
12_13_14_16_18_20_23_26_29_30_33_34_36_37,0,0.0,184
25_39_40_41_44_45_47_48_49_51,0,0.0,183
12_13_15_16_18_20_23_39_40_41_43_45_47_48_50_51,0,0.0,183
25_26_29_30_32_33_34_36_37,0,0.0,183
12_13_14_16_19_20_21_39_40_41_43_45_47_48_50_51,0,0.0,182
12_13_14_17_18_20_23_39_40_41_43_45_47_48_49_51,0,0.0,181
12_13_15_17_18_20_21_27_29_30_33_34_35_37,0,0.0,178
12_13_14_16_19_20_22_27_29_30_33_34_36_37,0,0.0,178
12_13_14_17_19_20_21_39_40_41_44_45_47_48_49_51,0,0.0,178
0_1_2_4_6_8_10_29_30_32_33_34_36_37,0,0.0,178
0_1_2_5_6_8_10_29_30_32_33_34_35_37,0,0.0,177
12_13_14_16_18_20_22_39_40_41_44_45_47_48_50_51,0,0.0,177
12_13_15_17_18_20_22_39_40_41_43_45_47_48_50_51,0,0.0,177
12_13_15_17_19_20_21_39_40_41_43_45_47_48_50_51,0,0.0,177
12_13_14_16_19_20_22_39_40_41_43_45_47_48_49_51,0,0.0,177
0_1_2_5_6_8_9_29_30_32_33_34_36_37,0,0.0,176
12_13_14_16_18_20_21_39_40_41_43_45_47_48_50_51,0,0.0,176
0_1_2_4_7_8_11_29_30_32_33_34_36_37,0,0.0,175
12_13_15_16_18_20_22_26_29_30_33_34_36_37,0,0.0,174
0_1_3_4_7_8_11_29_30_32_33_34_36_37,0,0.0,173
0_1_2_4_7_8_10_29_30_32_33_34_36_37,0,0.0,172
12_13_15_17_19_20_21_39_40_41_44_45_47_48_50_51,0,0.0,172
12_13_15_16_18_20_21_39_40_41_44_45_47_48_49_51,0,0.0,171
12_13_15_16_18_20_21_26_29_30_33_34_36_37,0,0.0,171
12_13_14_17_18_20_21_39_40_41_43_45_47_48_49_51,0,0.0,171
12_13_14_17_18_20_22_39_40_41_43_45_47_48_49_51,0,0.0,171
12_13_14_16_19_20_23_39_40_41_43_45_47_48_50_51,0,0.0,170
12_13_15_17_19_20_21_26_29_30_33_34_36_37,0,0.0,170
12_13_15_16_18_20_22_26_29_30_33_34_35_37,0,0.0,169
12_13_14_16_19_20_23_39_40_41_44_45_47_48_49_51,0,0.0,169
0_1_3_5_7_8_10_29_30_32_33_34_36_37,0,0.0,169
0_1_2_4_7_8_10_29_30_32_33_34_35_37,0,0.0,168
12_13_14_17_18_20_22_39_40_41_44_45_47_48_50_51,0,0.0,168
12_13_15_16_18_20_23_26_29_30_33_34_36_37,0,0.0,167
12_13_14_17_18_20_21_39_40_41_43_45_47_48_50_51,0,0.0,167
0_1_3_4_7_8_11_29_30_32_33_34_35_37,0,0.0,167
12_13_15_17_18_20_21_39_40_41_44_45_47_48_49_51,0,0.0,167
0_1_3_4_6_8_9_29_30_32_33_34_36_37,0,0.0,166
0_1_3_4_7_8_10_29_30_32_33_34_35_37,0,0.0,165
12_13_14_16_19_20_22_39_40_41_43_45_47_48_50_51,0,0.0,165
12_13_14_17_19_20_21_26_29_30_33_34_35_37,0,0.0,164
0_1_3_5_6_8_11_29_30_32_33_34_36_37,0,0.0,163
0_1_2_5_6_8_11_29_30_32_33_34_35_37,0,0.0,163
12_13_14_17_19_20_22_39_40_41_43_45_47_48_49_51,0,0.0,162
12_13_15_16_18_20_22_39_40_41_44_45_47_48_50_51,0,0.0,162
0_1_2_5_7_8_10_29_30_32_33_34_35_37,0,0.0,162
0_1_2_5_6_8_10_29_30_32_33_34_36_37,0,0.0,162
12_13_15_17_18_20_22_39_40_41_43_45_47_48_49_51,0,0.0,162
0_1_3_4_6_8_10_29_30_32_33_34_35_37,0,0.0,160
12_13_15_16_19_20_23_39_40_41_44_45_47_48_50_51,0,0.0,160
12_13_15_16_19_20_21_39_40_41_44_45_47_48_49_51,0,0.0,160
0_1_2_5_7_8_11_29_30_32_33_34_35_37,0,0.0,159
12_13_14_16_18_20_23_39_40_41_43_45_47_48_49_51,0,0.0,159
12_13_15_16_19_20_22_39_40_41_44_45_47_48_49_51,0,0.0,158
12_13_14_16_19_20_23_26_29_30_33_34_35_37,0,0.0,158
12_13_14_17_18_20_21_39_40_41_44_45_47_48_49_51,0,0.0,158
12_13_15_17_18_20_22_26_29_30_33_34_35_37,0,0.0,158
12_13_14_16_18_20_21_39_40_41_43_45_47_48_49_51,0,0.0,158
12_13_15_17_18_20_22_39_40_41_44_45_47_48_50_51,0,0.0,158
12_13_15_16_18_20_22_39_40_41_44_45_47_48_49_51,0,0.0,156
12_13_15_17_18_20_22_26_29_30_33_34_36_37,0,0.0,156
12_13_15_16_18_20_23_39_40_41_44_45_47_48_49_51,0,0.0,156
12_13_15_17_19_20_22_39_40_41_44_45_47_48_50_51,0,0.0,156
12_13_15_17_19_20_22_39_40_41_43_45_47_48_49_51,0,0.0,155
